,claim,claim_veracity
25,"The people who were running the budget, in the Corzine years, decided to steal from the unemployment trust fund. As did other Governors before. We simply dont do that, havent done it, and wont permit it.",0
26,The Capitol was built by slaves.,1
27,Donald Trump wants to replace Obamacare with a single-payer system.,1
28,"After taking hundreds of thousands of dollars from Goldman Sachs and other Wall Street banks, (Debbie Wasserman Schultz) has voted to prevent the Consumer Financial Protection Bureau from regulating payday loans and addressing racial discrimination in car loans.",1
29,"Wendy Davis, born into difficult circumstances, was the daughter of a single mother and a teenage mother herself.",1
30,"A bipartisan background check amendment outlawed any (gun) registry. Plain and simple, right there in the text.",1
31,"Before health care reform, one of every three health care dollars spent -- more than $800 billion a year -- didnt go for health care.",1
32,"Eighty-five percent of Floridians who will benefit from expanding Medicaid are single, childless adults.",0
33,Republicans fought to protect tax loopholes for corporations that send our jobs overseas.,1
34,Tim Kaine broke a campaign promise not to raise taxes.,0
35,"Congress has 11 percent approval ratings, yet 96.4 percent of incumbent lawmakers were re-elected in 2014.",1
36,The director of NASA says its main mission is Muslim outreach.,1
37,David Dewhurst currently owes more than $1 million to vendors for services provided to his 2012 U.S. Senate campaign.,1
38,Barack Obama said that ordinary men and women are too small-minded to govern their own affairs and that individuals should surrender their rights to an all-powerful sovereign.,0
39,The party in the White House is responsible for a massive tax increase on the middle class.,0
40,"Fences have not worked. The Great Wall of China, the Berlin Wall. That's not good among peoples, especially friends like the United States and Mexico.",0
41,"For the first time in history, Wisconsin has more government jobs than manufacturing jobs.",1
42,"Here in Pennsylvania, the annual cost for infant childcare is over $10,000 per child, which is more than most families pay in rent and almost the same cost as in-state college tuition.",1
43,500 percent more traffic here?,1
44,Wisconsin ranks 48th out of all 50 states in venture capital investment.,0
45,The Mitchell Park Domes lose about $1 million-plus every year and the number of people going to the Domes has been going down.,0
46,I won the majority of the Republican vote in both New Hampshire and South Carolina.,0
47,There was some sort of informal commitment to build a (psychiatric) building in downtown Cleveland.,0
48,"Governor Christie, his idea of jumpstarting the economy is to propose a trickle-down income tax cut last year and in his budget address this year, he stated his support for it again.",0
49,The latest Quinnipiac poll found that nearly six-in-ten Americans oppose ObamaCare -- 30% support the law and 57% oppose it.,0
50,Only one president has ever cut Medicare for seniors in this country . . . Barack Obama.,0
51,"Mitt Romney told university students in Ohio that to start a business, they should borrow money if you have to from your parents.",1
52,Anyone who knows you can just look it up to see if you voted.,0
53,"Today, the Social Security system is broke.",0
54,The Senate immigration bill unleashes a massive increase in overall immigration. Were talking about a population increase under the Senate bill of over 70 million people in 20 years.,0
55,The Austin chapter of the League of Women Voters has no Republicans among elected officers or on its debate committee.,1
56,Right now we have sufficient reserves to take care of Tennessees lottery scholarship students for a few years more.,0
57,A foreclosure tax that would take effect in 2013 could mean a high tax bill for those facing foreclosure and millions of families who modified their mortgage or had a short sale through their lender.,1
58,"There are Ohio Turnpike workers getting paid $66,000 a year to collect tolls that machines might collect.",1
59,"In 2000, Fox News broke the story of George W. Bushs drunk driving arrest. Who broke it? Fox News.",1
60,The Austin school district calendar lists 64 different dates for either a state-mandated test or make-up test.,0
61,Orrin Hatch co-sponsored a 1993 health care bill that had an individual mandate.,1
62,Not even Tim Kaine is willing to say he trusts Hillary Clinton.,0
63,Pam Bonditold a group of lobbyists shell side with corporate special interests as attorney general.,0
64,"Under Texas law, it takes six years to close a failing school.",0
65,"If you are a member of union, your median weekly income is roughly $200 more than if you are a nonunion member, and that doesnt include benefits.",1
66,Teachers will not be able to return to work after raising their children.,0
67,The price of gasoline was at $1.85 a gallon when President Barack Obama took office and has since nearly doubled because of his policies,0
68,New Jersey taxpayers will now face the highest tolls in the country.,0
69,President AbrahamLincoln tried to arm the slaves.,0
70,"As a former federal prosecutor, I prosecuted over 4,000 cases.",1
71,One thing that is much more unpopular than the Affordable Care Act is repealing the Affordable Care Act.,1
72,"In the past year, DeKalb has attracted and retained more than 2,300 jobs.",1
73,"The governor won this state with 49 percent. We had some of the closest races in the House in history. So youre not dealing with this 70-30, like they want to make it.",1
74,"As a result of climate change, ice fishermen in Wisconsin are already noticing fewer days they can be out on our ice covered lakes.",1
75,American oil production is at its highest level since 2003.,1
76,Hackers broke into Virginias prescription-drug database (and) ... obtained more than 8.2 million patient records and a total of nearly 36 million prescriptions.,1
77,Right now every single one of the (oil) companies here today and dozens of others are drilling for free in the Gulf of Mexico on leases that will cost American taxpayers more than $50 billion in lost royalties.,1
78,"The federal government reviewed and verified his administrations numbers showing Wisconsin added 23,608 jobs in 2011.",0
79,One Texas city has a law that says that women can only have six dildos.,0
80,"When I withdrew in June of 2008, polls were showing that at least 40 percent of my supporters said, oh, they werent going to support Sen. Obama.",1
81,Hillary Clinton laid the groundwork for getting chemical weapons out of Syria.,0
82,"Reps. Rush Holt, Frank Pallone and Bill Pascrell are willing to jeopardize seniors access to coverage by gutting $741 billion from Medicare to pay for a big-government healthcare takeover.",0
83,"Americans will pay more in taxes in 2011 than they will spend on groceries, clothing and shelter combined.",1
84,Ken Lanci is a lifelong Clevelander,0
85,"While others place their hands over their hearts, Obama turns his back to the flag and slouches.",0
86,Mitt Romney is the first Massachusetts politician to run for president and not win the New Hampshire primary in a generation.,1
87,Attorney General Eric Holders own Justice Department precleared the voting changes in the 2011 law about early voting in Florida.,0
88,David Jolly Says he was the only Republican to vote against creating a House panel to investigate Planned Parenthood.,1
89,"During the Civil War, more than 300,000 Ohioans served in the Union Army -- more per capita than any other state.",1
90,Abortion is the second-most conducted surgical procedure in this country.,0
91,Texas children may have a teacher who never spent one minute practicing teaching.,1
92,Ive even cut my own salary -- twice.,1
93,"The Congressional Budget Office analysis of the health insurance reform legislation says the bill ""cuts the deficit by $1.2 trillion in the second 10 years.""",0
94,Rep. Betty Sutton would rather riot with Occupy (Wall Street) than stand up for Ohio families.,0
95,"We should be seeing numbers in the 500,000 jobs created per month. (Creating 115,000 jobs, the total from April 2012) is way, way, way off from what should happen in a normal recovery.",1
96,Donald Trump and Marco Rubio opposed Cruzs efforts to defund Planned Parenthood.,0
97,"Under President Obama, domestic oil production is at an eight-year high.",1
98,The UK has an unarmed police force and a firearm fatality rate that is 40 times lower per capita than in the U.S.,1
99,"Thats legal: If you find out about somebody elses salary even if youre doing exactly the same job, you can be retaliated against, including being fired, in most places.",0
100,This is the slowest job recovery since Hoover.,0
101,Democrats have failed to answer the most basic question of how they want to pay for the more than $1 trillion of health care spending.,1
102,"Bill White Says Rick Perry told students he couldnt attend a gubernatorial forum due to scheduling conflicts, then on forum day tweeted that hed just been running with his dog.",1
103,Every child in Colorado who has been given medical marijuana for treatment for seizures has had diminished seizure activity.,1
104,There was just about zero press coverage of the 2007 Bush White House email controversy.,0
105,The significant drop in Floridas unemployment rate is a good economic sign.,0
106,Most AGs dont go to court..,1
107,The economy we preside over today is better than the one we inherited.,0
108,Mitt Romney refused to say whether hed sign the Lilly Ledbetter bill.,1
109,"When McCain was questioned about hiring lobbyists to his campaign staff, ""his top lobbyist actually had the nerve to say, 'The American people won't care about this.' """,1
110,Alfonso Lopez on assault weapon violence: Ducks have more protection than people in Virginia.,0
111,After Massachusetts passed a mandatory health insurance law their mortality rate went down...it saved lives.,1
112,"When Disney was looking to build Disney World, they came to Miami and we told Disney to take a hike.",0
113,(New Jersey Network) is the only news station which covers New Jersey government.,0
114,"Even if you took literally every single ounce of platinum in the world, it still wouldnt add up to enough needed to pay down our nations debt.",1
115,John Mccain Says he holds the record for most appearances on Meet the Press.,1
116,"Over the past three years, deep poverty has reached its highest level on record.",1
117,Less than four cents of every health care dollar is spent on prevention and public health.,1
118,"By the time Obama took office, The Bush administration had given the car companies $13 billion and the money was now gone.",1
119,I didnt support Sonia Sotomayor.,0
120,A Republican budget proposal would have Wisconsin have the weakest standards for who can be a teacher in the classroom in the country.,0
121,"H.B. 194, the Voter Suppression Bill, invalidates a vote where a voter properly marks the ballot in support of a particular candidate, but also writes in the name of that same candidate.",1
122,Poverty levels (are) at an all-time high.,0
123,"Because of the federal health care law, 300,000 health plans canceled in Florida.",0
124,"Loranne Ausleys a financial train wreck for taxpayers -- pushing gas taxes, property taxes, taxes on seniors.",0
125,Barack Obama and Hillary Clinton are negotiating with the United Nations about doing a treaty that will ban the use of firearms.,0
126,Mitt Romney and Paul Ryan want to turn Medicare into a voucher system.,1
127,"By 2015, we will be sending so much interest to China that we will be paying for the entire Peoples Liberation Army.",0
128,Health care reform legislation is likely to mandate free sex change surgeries.,0
129,Democrats have lost more than 900 state legislators since Barack Obama has been president.,1
130,I have filed every disclosure that has ever been required.,1
131,Scott Walker has a plan to privatize state lands and wants to sell our deer to the highest bidder.,0
132,The money supply has doubled in the last year.,0
133,60 percent of people on food assistance are working.,1
134,Ninety percent of American workers dont own their own business.,1
135,"Richard Cordray Says his office has already recovered over $2 billion from Wall Street for the workers, retirees, and investors who were harmed.",0
136,Every other major country has family paid leave.,1
137,Rep. Adam Putnam was silent when Rush Limbaugh called Sonia Sotomayor a racist.,0
138,More Tennesseans have hunting and fishing licenses than vote.,0
139,Its estimated that 300 babies a year are sent home from the hospital with an unrecognized congenital heart defect; it is the most common birth defect in America.,1
140,Theyre paying a less rate of tax -- these richest people in America -- than they have in the last 80 years.,1
141,State employees havent received a raise in five or six years.,1
142,"Unlike virtually every other campaign, we dont have a super PAC.",1
143,Even today part of Romneys fortune is invested in China.,1
144,Georgia is one of the 10 most tax-friendly states for retirees.,1
145,Donald Trump Says Hillary Clinton has not answered a single question about her immigration plan.,0
146,The last major oil spill from a drilling accident in America happened over 40 years ago in 1969.,0
147,"The United States has never been richer, if you look at per capita GDP.",1
148,The Capitol rotunda was actually made to invite the people in and to accommodate protests.,1
149,We are one of only two states to have eight consecutive months of declining unemployment. Twenty-one states had increased unemployment last month. Ours went down.,1
150,College tuition rates in Texas jumped by 55% since 2003.,1
151,No one on my staff has ever been charged with a crime.,0
152,The federal health care law tells the American people precisely what type of coverage they have to have.,0
153,Hillary Clinton set aside environmental and labor rules to help a South Korean company with a record of violating workers rights set up what amounts to a sweatshop in Haiti.,0
154,Sixty percent of the Hispanics support the Arizona immigration law,0
155,Bill Nelson Says it wasnt until he and a Senate colleague were able to wrangle the actual streaming video from BP that scientists were able to calculate the oil spill flow.,1
156,"One of the first states in the union to pass a voter ID bill was Rhode Island, 85 percent Democratic legislature.",0
157,President Obamas proposed oil tax would cost consumers 24 cents a gallon.,1
158,We were told there would never be a case of Ebola in the United States.,0
159,"Mexico doesnt have birthright citizenship, and Americans are the only ones to have it.",0
160,Oil money from federal leases can only be used to clean up the mess and damages from drilling.,1
161,"Samir Chachoua Says he cured Charlie Sheen and the island of Comoros of HIV with milk from goats, which had arthritis.",0
162,"While our people work longer hours for lower wages, almost all new income goes to the top 1 percent.",0
163,Congressman Phil Roe hands out $1.3M government check from a federal program that he voted against.,1
164,He's sued gun manufacturers. He was supportive of Brady. He was supportive of things like assault weapon bans.,1
165,Mitt Romney says the next president doesn't need foreign policy experience.,1
166,Amendment 1 protects Florida seniors from scams and rip-offs.,0
167,"The working tax cut created over 40,000 new jobs in just the last four years.",0
168,The United States had allies lined up for air strikes in Syria and then Obama pulled the rug out.,1
169,"If sea levels rise six feet due to climate change, Waterplace Park in Providence and Wickford village would be swamped",1
170,One year today since #GOP took control of the House and no new jobs.,0
171,"A DWI costs $17,000.",0
172,"The CBO just said if we cut this (unemployment benefits) extension, we will kill jobs, because those people who are looking for work wont have any money to spend.",0
173,Mike Huckabee raised taxes on dog groomers!,1
174,John Ludlow Says he is the only candidate in the race for Clackamas County Chair who will refuse to join the Public Employees Retirement System.,1
175,"For the average middle-class family, your taxes today are lower than when I took office.",1
176,Blocking travel from countries with Ebola should be possible because President Barack Obama has sealed off Israel in the past.,0
177,I'm the only Republican who has gotten endorsements in this presidential race from major labor unions...,1
178,"Obama's plan for health care reform ends exorbitant out-of-pocket expenses, deductibles or co-pays.",1
179,Transportation Secretary Ray LaHood will force you to stop using your cell phone while driving.,0
180,We must deal with the here and now and assure affordable fuel for America by increasing domestic production.,0
181,"While Hillary Clinton plans a massive, and I mean massive, tax increase, I have proposed the largest tax reduction of any candidate who has run for president this year, Democrat or Republican.",1
182,New report shows the devastating tax hikes (in the health care law) will have on middle-class Kentuckians.,0
183,There are mechanisms in place to shut down the Internet privately.,1
184,Ben Bernanke has been the most inflationary chairman in the history of the Federal Reserve.,0
185,Thomas Paine wrote that the duty of a patriot is to protect his country from his government.,0
186,Crime in Atlanta is down 18 percent since 2009.,1
187,"For the first time in nearly two decades, we produce more oil here in the United States than we buy from the rest of the world.",1
188,"We have, right now, Hezbollah, which is working throughout Latin America, in Venezuela, in Mexico, throughout Latin America, which poses a very significant and imminent threat to the United States of America.",0
189,"The U.S. had the opportunity with Israel coming and talking to us about improving our security screening procedures, and we turned them down.",0
190,"Susan Rice, the presidents national security adviser, has already conceded that Iran will have a robust uranium enrichment capability.",0
191,"Mitt Romney is tearing down his 3,000-square-foot house to build an 11,000-square-foot house.",1
192,"The gun epidemic is the leading cause of death of young African-American men, more than the next nine causes put together.",1
193,Portfolio managed by the Texas General Land Office earned 22 percent last year while the states emergency reserve account experienced a 1 percent gain.,1
194,Four out of 10 homicides are committed by gun in this city.,1
195,The American Power Act would cut our dependence on oil in half.,0
196,"As district attorney, Susan Happ took $180,000 in a shady land deal from a man charged with multiple felony counts of sexual assault before she offered him a deferred prosecution.",0
197,"Until the new Iran deal, China and Russia have never voted with us at the U.N. on any sanctions on Iran in the past.",0
198,"Despite the rhetoric from Democrat politicians, more people are employed this year than at any point in the history of Wisconsin.",1
199,"For every week that (state lawmakers are) able to cut off our timeline, it saves (Georgia taxpayers) approximately $100,000.",1
200,"Jeff Brandes voted to allow state-run Citizens Property Insurance to dump policies onto out-of-state, unregulated private companies.",1
201,President Barack Obama has the power to stop deportation for all undocumented immigrants in this country.,0
202,"For every dollar we invest in Head Start, we get $5 to $7 back into our economy.",1
203,Sherrod Brown failed to pay his own taxes three separate times.,1
204,Pakistan has 100 nuclear warheads and theyre rushing to build a lot more. Theyll have more than Great Britain sometime in the relatively near future.,1
205,The media never show crowds.,0
206,We now have driven (health care) costs down to the lowest theyve been in 50 years.,0
207,"Virginia was named best managed state, best state for business and best state toraise a child while I was governor.",1
208,Virginia papers called (Scott) Rigells campaign Mostly False.,0
209,"There are ample means to tell when someone is a Christian in the Middle East ... by name, by where theyre born, their birth certificates.",0
210,"I was the first presidential candidate to lay out a specific, truly universal health care plan.",0
211,Sen. Jack Reed cast the deciding vote in the Senate for the Affordable Care Act.,0
212,"Marco Rubio believes the earth is 9,000 years old and that humans hunted dinosaurs to extinction; says Rand Paul believes the earth is 10,000 years old and God removed dinosaurs to make space for humans.",0
213,Latinos are 17 percent of our countrys population but hold only 2 percent of its wealth.,1
214,U.S. Rep. Paul Ryans budget proposal eliminates Medicare in 10 years.,0
215,"Theres never been a (U.S. Supreme Court) vacancy in the last, I think, 30 years, lasting longer than 237 days.",1
216,"Donna Campbell is pushing a 35 percent sales tax extending to medicine, groceries and real estate.",0
217,76 percent of doctors support the use of medical marijuana,0
218,"In the past year alone, Ohio businesses have created more jobs than almost every other state in the country.",1
219,"While CEOs of some large charities have big salaries, the heads of some veterans groups do the job for free.",0
220,Cap and trade legislation was originally a Republican idea.,1
221,"Since 2009, the Ohio Republican Party has made more contacts with voters nearly 6.6 million than any other GOP state organization in the nation.",1
222,"When news broke that Ferguson 18-year-old Michael Brown was a suspect in a robbery, MSNBC practically went off the air for a while to have behind-closed-doors meetings to figure out how to deal with this new revelation.",0
223,While I was mayor of the city of Providence we had the lowest crime rate in 30 years.,1
224,States have cumulatively cut over $1.8 billion from their mental health services between 2009 and 2011. This is the largest reduction in state mental health services in half a century.,1
225,"You can hire lots of bureaucrats. Thats what the presidents done. Hes added 135,000 people to the government workforce.",0
226,"Mr. Trump is self-financing his campaign, so we dont have any donors.",0
227,"Doctors kill about 250,000 people a year in botched surgeries.",0
228,"This governor has cut funding repeatedly for people who have AIDS, who need drugs to save their life.",1
229,[Hillary Clinton]s not trusted -- virtually at all.,0
230,"New Jersey has gained 143,000 new private-sector jobs.",1
231,Wisconsins Government Accountability Board ignored their duties and did not regularly audit voters to remove felons for a span of 16 elections.,1
232,It was under Barack Obama and Hillary Clinton that changed the rules of engagement that probably cost (Capt. Humayun Khans) life.,0
233,"Patrick Murphy voted for Obamacare in 2010, yet he reversed himself and voted to delay the employer mandate and the individual mandate.",0
234,Scott Walker Says many public-employee unions falsely told their Wisconsin members his budget-repair bill sought 12 percent to 13 percent of their incomes for health insurance premiums.,0
235,In the 1985 election former Gov. Tom Kean had the largest winning margin for a gubernatorial candidate in Jersey history.,1
236,"When I started in Ohio it was terrible. Now, were getting bipartisan support for our bills. And thats called leadership.",1
237,"As a result of Obamacare, California seniors face benefit cuts of over $1,700.",0
238,"Hillary Clinton Says Jeb Bush doesnt believe in a path to citizenship. If he did at one time, he no longer does.",1
239,Florida is second in the nation in the uninsured.,1
240,Californias proposed tobacco tax diverts 82 percent of the new taxes to line the pockets of wealthy special interests like insurance companies who dont have to help even one more patient.,0
241,"The Foundation for Government Accountability, which supported a Florida law requiring drug testing of welfare recipients, is a Koch brothers affiliated group.",0
242,"In Rhode Island, there were thousands of jobs that were created by the federal stimulus program",0
243,"Say in November 2010, voters overwhelmingly supported the idea of creating a (library) district.",0
244,Rep. Paul Ryans budget roadmap doesnt balance the budget until the 2060s and adds an unthinkable $62 trillion to the national debt between now and then.,1
245,"Obama ""supports hate-crimes expansion ... potentially putting churches at risk if they preach the truth about homosexuality.""",0
246,"For every [coyote] they kill, the population will replace and usually multiply.",1
247,"Mike Huckabee Says Time magazine called him ""one of America's best governors.""",1
248,Philando Castile had been stopped by police 40 or 50 times before that fatal incident.,1
249,"Barack Obama ""pays for every dime"" of his spending plans.",0
250,Theres no negative advertising in my campaign at all.,0
251,"While the sequester is in effect, the federal government is still funding a study on duck penises.",1
252,A tax on soda and juice drinks would disproportionately increase taxes on low-income families in Philadelphia.,1
253,"Canadian middle class incomes are now higher than in the United States. They are working fewer hours for more pay, living longer on average, and facing less income inequality.",1
254,More than 43 percent of all food stamps are given to illegals.,0
255,Rick Scott got a majority of the Hispanic vote in Florida.,0
256,"Republican state leaders are using ""Soviet-style"" budget management.",0
257,"The Banking Committee voted a 1,336-page bill ""out of committee in 21 minutes with no amendments, with the understanding that before the bill came to the floor, we would reach this bipartisan agreement.""",1
258,"The downsizing of Pinellas County government resulted in about 1,200 people being laid off in a 12 percent unemployment market. I can tell you that every one of them was hired from the time that Ms. Latvala went into office in 2000.",0
259,Gov. Bob McDonnell in 2010 did not even create enough jobs to keep pace with population growth in Virginia.,1
260,The administration has issued rules for $1 abortions in ObamaCare and requires all persons enrolled in insurance plans that include elective abortion coverage to pay an abortion premium.,0
261,A proposed San Antonio ordinance will allow men into womens restrooms in the city.,0
262,There really isnt any kind of foreign policy network that is supporting and advising Sen. Sanders.,1
263,Social Security and other federal checks may not go out on Aug. 3 if the debt ceiling is not increased.,1
264,The Mexican government forces many bad people into our country.,0
265,Donald Trump has outlined policies that read like a Kremlin wish list.,1
266,The Bush administration prosecuted 190 suspected terrorists in federal courts.,0
267,"Girl Scouts USAs curriculum promotes Margaret Sanger, founder of Planned Parenthood, Betty Friedan, founder of NARAL Prochoice, and other pro-abortion women as icons for our children to emulate.",0
268,More than 30 cents of every state tax dollar goes to Medicaid.,1
269,Fifty percent of Speaker Gingrichs tax plan goes to the top 1 percent.,1
270,David Simpson actually voted for drivers licenses for illegal immigrants.,0
271,"Because George Holding doesnt live in the congressional district hes running for, he doesnt experience the same things that we are all experiencing.",0
272,The U.S. is borrowing approximately $2.52 for every $1 of economic growth so far in 2012.,1
273,Chris Christie vetoed a jobs package of 30 bills.,1
274,The U.S. doesnt make television sets anymore.,1
275,More money is dedicated within the Department of Homeland Security to climate change than whats spent combating Islamist terrorists radicalizing over the Internet in the United States of America.,1
276,"Over 3 million Americans are employed in the growing green-collar workforce, which is more than the number of people working in the fossil fuel industry.",1
277,Solar panels drain the suns energy.,0
278,Suzanne Bonamici supports the $500 billion cut to Medicare passed last year.,0
279,We have billions in surplus.,0
280,American troops have never been under the formal control of another nation.,0
281,"Ron Johnson opposes entirely a federal minimum wage, except perhaps for guest workers.",1
282,"The 90 percent statistic ofsupporting background checks, thats been debunked.",0
283,"The Geneva Convention did not apply, until 2005, to the war on terror.",1
284,We have the fourth highest in-state tuition for public universities in the country.,1
285,"Common welfare programs give income of $43,330 or $20.83 an hour.",0
286,Obamacare is the biggest tax increase in American history.,0
287,"In a budget deal struck in 2011 a trillion dollars of cuts went into effect immediately, and then a special committee was set up ... to get agreement on another $3 trillion of cuts.",0
288,Florida is 49th in per capita spending on mental health care.,1
289,House Speaker Nancy Pelosi said this week that the Democrats have to pass their terrible health care bill so that the American people can actually find out what's in it.,1
290,The governments twice the size it was 10 years ago. Its 30 percent bigger than it was when (Barack) Obama became president.,1
291,A bill that could restrict free speech when the president is nearby was signed by President Barack Obama in secret.,0
292,University of Wisconsin Systems reserves are in the mid- to low-range of comparable university systems.,1
293,ISIS leader Abu Bakr al Baghdadi was released by Obama in 2009.,0
294,"You see a whole bunch of Korean cars here in the United States, and you dont see any American cars in Korea.",1
295,I was the first governor in America to endorse Mitt Romney.,0
296,"For each $1 billion in infrastructure investment, 42,000 jobs are created.",1
297,"Under the new health care law, all real estate transactions will be subject to a 3.8% Sales Tax",0
298,"The balanced-budget amendment once came within one vote of passing Congress but was defeated because of the no vote from a top Senate Republican, and Rick Santorum says he stood up and called for him to resign his chairmanship.",1
299,"The 2010-11 New Hampshire budget ended with an $18 million surplus, while the Republican-led 2012-13 budget has a $40 million deficit.",1
300,House Republicans tried to change the definition of rape.,0
301,Williamson County District Attorney John Bradley reduces 36 percent of felonies to misdemeanors and hands them off to her.,0
302,Scott Walker Says new figures he released showing Wisconsin job gains for 2011 are the final job numbers.,0
303,"I helped pass what, if enacted, would be the largest tax cut in Texas history through the State Senate.",0
304,Newt Gingrich aligned with Nancy Pelosi on global warming.,1
305,One-third of our healthcare dollars go to wasteful insurance billing and bureaucracy.,1
306,Iran President Hassan Rouhani has more Cabinet members with Ph.D.s from American universities than members of Barack Obamas Cabinet.,1
307,"By voting to approve [Question 1], we can . . . save 900 jobs at Twin River.",0
308,"In 1998, nearly half of Floridas fourth-graders were functionally illiterate. Today, 72% of them can read.",1
309,Spending of government money is 17 percent less than it was a decade ago.,1
310,George Allencast the deciding votefor the 2003Bushtax cuts.,0
311,The Republican Party has the worst reputation in American polling of any political party in history.,1
312,Odds of winning the Monopoly Millionaire instant win game are 1 in 3.27.,1
313,Blames Mike McIntyre and Nancy Pelosi for the second straight year of no cost-of-living increases for Social Security beneficiaries.,0
314,Republicans approved 12 times larger tax breaks for people making over 350 grand than for the average middle-class person.,1
315,"When I was secretary of state, I had a very high approval rating.",1
316,Most of Perrys chiefs of staff have been lobbyists.,1
317,Dick Cheney supported gay marriage soonerthan Hillary Clinton.,1
318,"The average family (is) now bringing home $4,000 less than they did just five years ago.",1
319,"Bill Oreilly Says he didnt call Dr. George Tiller a baby killer, as liberal groups charge, but was merely reporting what some prolifers branded him.",0
320,Rhode Island spends 52 percent more per capita on human service programs than the national average.,1
321,Donald Trump supported Charlie Crist.,1
322,Milwaukee incarcerates 1.2% of white men and has incarcerated over 50% of black men in their 30s.,1
323,The states that have raised the minimum wage (this year) have had faster job growth than the states that havent raised the minimum wage.,1
324,"When (Ronald) Reagan came in, from 1978 to 1982, economic growth averaged less than 1 percent a year. Theres only one other four-year period where thats true. Thats true from 2008 to 2012.",0
325,Chesterfield has eliminated more positions from its general government operations than the Commonwealth has from the entire state government since (fiscal) 2009.,1
326,"The truth is any oil that would be drilled could be sent to any other country in the world, reducing our use of foreign oil not by one single drop.",0
327,Thomas Jefferson expressed strong support for a balanced budget amendment in 1798.,1
328,"In the four years before I became governor, we increased state debt $5.2 billion. Weve paid it down $2 billion.",0
329,The State of Wisconsin thinks you should have to wash your hands at least 28 times to make one peanut butter-and-jelly sandwich.,0
330,"Most women, including 98 percent of Catholic women, have used contraception.",1
331,Ninety-five percent of all the wages in Texas are above minimum wage.,1
332,Thom Tillis refuses to say what we should do to combat ISIS.,1
333,"There have even been Republican congressmen who have said, If you give us more money we dont know where we would even put additional Border Patrol agents.",0
334,McCain opposed a requirement that the government buy American-made motorcycles. And he said all buy-American provisions were quote 'disgraceful.' ,1
335,Eliminating the state tax on health savings accounts will make it easier for small business owners to provide health insurance to their employees.,0
336,(U.S. Rep. Jack Kingston) voted to fund (Obamacare).,0
337,"You have 200,000 to 400,000 military veterans on the street in this country on any given day.",0
338,"Nancy Nusbaum Says Sen. Robert Cowles, her recall opponent, supported the sale of state-owned power plants not to the highest bidder, but to the biggest donors with no oversight.",0
339,Donald Trump has given more money to Democratic candidates than Republican candidates.,0
340,The woman named Wisconsins 2010 outstanding teacher of the year was laid off by the Milwaukee Public Schools that year under seniority and tenure rules that were eliminated by his Act 10 changes.,0
341,I never called for a partition of Iraq.,1
342,The sequester has already lost 1.6 million jobs.,0
343,The truth was revealed there in that report that showed there was no unlawful or unethical activity on my part.,0
344,Barack Obama has the worst record of any president when it comes to putting America deeper in debt.,1
345,"Over 80 percent of the people want the shot to vote on whether to approve same-sex marriage, according to polls.",1
346,"At least Obama didn't marry his cousin, as Giuliani did.",1
347,The U.S. would gainrevenue by cutting personal income tax rates in half and ending tax breaks.,1
348,Scott Walkers listening sessions are invite-only and excluding the press.,1
