,claim,claim_veracity
34,Singapore Airlines Haults All Flights Due To Coronavirus Outbreak,0
35,Florida Governor Ron DeSantis Botches COVID-19 Response - By banning Corona beer in order to flatten pandemic curve.,0
36,We apologise to the Government of Ekiti State for this error. We remain committed to improving our quality control processes to ensure accurate and transparent reporting of cases,1
37,NYT invented the video of a doctor fighting coronavirus in hospital.,0
38,In May we did not break 30k cases in a day. Today the South alone reported 32830.,1
39,ALERT: Americans With Coronavirus Symptoms Are Being Asked To Cough Directly Onto President Trump,0
41,Football player Cristiano Ronaldo turned all his hotels into hospitals to help coronavirus patients and is paying doctors and the staff.,0
42,including that there will again be testing of asymptomatic workers involved in managed isolation and quarantine and airport and border staff. This is part of our wider surveillance measures and is expected to be operational in early July.,1
43,"I don't want to do a national lockdown again.' If coronavirus continues to 'progress' in the UK the PM says the govt will have to take ""further measures"" but insists that he doesn't want a ""second national lockdown"".",1
44,Our daily update is published. States reported 586k tests 28k cases and 224 deaths.,1
46,The top 5 States with high Active Caseload are also the ones which are presently reporting a high level of recoveries.,1
47,There are currently 4927 people in managed isolation and quarantine. Our current effective capacity is 7126. This gives us an excess capacity of 2199. Over the next week we are projecting 3590 arrivals and 2699 departures from our facilities.,1
48,Schools are struggling to cope with a lack of COVID-19 tests - with new infections increasing since it became compulsory for pupils to return. But when should you get your child tested for the virus? Here's our explainer ,1
49,Scientists at AstraZeneca complain their work on a coronavirus vaccine keeps being delayed by Noddy Holder ringing up to ask if it will be ready by Christmas,0
50,Masks can help prevent the spread of COVID-19 when they are widely used in public. When you wear a mask you can help protect those around you. When others wear one they can help protect people around them incl. you.,1
52,Did You Already Have Coronavirus? Heres A Simple Test,0
54,Italy has surrendered to the coronavirus pandemic as all the measures to control COVID-19 have been exhausted.,0
55,President Trump Has Been Forced to Wear a Protective Medical Mask,0
57,Orwell not dead but living under a bridge (continued),0
58,Residents of York are asked what they think of a new government rule which allows people in England who may have COVID-19 to be fined up to 10000 if they fail to self-isolate.,1
59,Central government has given permission for schools to re-open.,0
61,The government has come under pressure over a lack of availability of COVID-19 tests.,1
62,Fewer kids are dying since the lockdown - A new white paper examines why.,0
63,More than 15 million cases of COVID-19 have now been reported to WHO and almost 620000 deaths. Although all countries have been affected we continue to see intense transmission in a relatively small group of,1
64,Justin Trudeau Resigns Amidst Coronavirus Pandemic,0
65,George Soros is one of the people responsible for the new coronavirus born in a laboratory.,0
67,"Experts Call Out Claims That Cow Dung/Urine, Yoga, AYUSH Can Prevent Or Treat COVID-19",0
68,The main mode of transmission of Novel Coronavirus is through droplets and it is possible that infected smokers may blow droplets carrying the virus when they exhale. Regardless of COVID-19 you should steer clear of second-hand smoke as it may cause various health problems.,1
69,"An article claiming that ""Bill Gates' vaccine"" would modify human DNA.",0
72,Our daily update is published. Sundays and Mondays are when we tend to see the numbers dipand we see that today. Still: 62k cases rising hospitalizations and a large jump in deaths over last Sundays holiday numbers. The 7-day average is now back over 700.,1
73,Our total number of confirmed cases of COVID-19 is now 1431 which is the number we report to the World Health Organization.,1
74,Brazailian parliament went to a hospital that should take in COVID19 patients and found it was empty.,0
75,Multiple posts shared thousands of times on Facebook Twitter and YouTube claim that salt is an effective remedy against the novel coronavirus.,0
76,"UN Secretary-General Antonio Guterres says the COVID-19 pandemic has ""dramatically derailed"" sustainable development goals and has ""put into question"" progress that was being made on the eradication of poverty and hunger.",1
77,"An Instagram post is claiming Covid-19 tests tainted with coronavirus have been in circulation for ""many months"".",0
78,Across the 21 states who report them we tracked 4468 hospitalizations the bulk in New York. But Louisiana and Florida also have growing numbers of hospitalizations.,1
79,Philippines Senators Grace Poe and Risa Hontiveros have been silent over the coronavirus crisis but were very vocal about the closure of ABS-CBN.,0
83,A video shows an Italian doctor who says that nobody died from coronavirus in Italy that it's not more dangerous than a flu.,0
84,Seasonal influenza vaccination will be mandatory in Georgia this fall. COVID-19 mortality rates are significantly lower than the fatalities caused by other viruses.,0
85,We can now say there are 33 cases in the Mt Roskill Evangelical Fellowship group and 13 cases in the bereavement sub-cluster which includes the cases whose source of infection was the bereavement events.,1
86,There is no one in New Zealand receiving hospital-level care for COVID-19.  Yesterday our laboratories completed 2111 tests bringing the total number of tests completed to date to 280983.,1
87,As at 11:50 pm 19th April the breakdown of cases by state is: Lagos- 376 FCT- 88 Kano- 36 Osun- 20 Oyo- 16 Edo- 15 Ogun- 12 Kwara- 9 Katsina- 12 Bauchi- 7 Kaduna- 6 Akwa Ibom- 9 Delta- 4 Ekiti- 3 Ondo- 3 Enugu- 2 Rivers-2 Niger- 2 Benue- 1 Anambra- 1 Borno- 1 Jigawa- 2,1
88,The biggest change in the data is in the number of COVID-19 patients who are currently hospitalized. With the addition of Florida's 7k hospitalizations were now over 51000. We have not seen those numbers since the first week of Mayand they do not seem likely to decline soon.,1
90,There is a person with coronavirus in Galicia on 2/4/20.,0
92,Claim that the Jordanian Health minister says COVID-19 is a conspiracy in a video.,0
93,Pregnant women with COVID have a 25% higher rate of premature births.,1
95,COVID-19 update: There are no new cases of COVID-19 to report in New Zealand today. It has been 99 days since the last case of COVID-19 was acquired locally from an unknown source.,1
96,Compare the number of completed tests reported by New Mexico a state with a population 19 times smaller than Californias. These numbers should not even be close and yet they are.,1
97,All 12 cases in the community are Auckland based. All are connected to the existing outbreak as close contacts of cases already reported. 2 of the new cases are household contacts of a previously reported case that is still under investigation - the GP from Mt Wellington.,1
98,A precautionary message that one can catch fire due to hand sanitizer as it has a high amount of alcohol. The message also shows the hands of a lady who after applying sanitizer went near the stove and ended up burning her hands.,0
99,That brings New Zealands total number of active cases to 14 all are in managed isolation or quarantine facilities. There are no cases in the community.  NZ's total number of confirmed cases of COVID-19 is now 1170 which is the number we report to the WHO.,1
100,"Says Rudy Giuliani ""bought $2M in shares of Novartis, a primary supplier of hydroxychloroquine"" in early February.",0
101,A student from Pondicherry University in India has found a home remedy for COVID-19 that has been accepted by World Health Organization (WHO).,0
102,Footballer Ronaldo is turning his hotels into COVID-19 hospitals.,0
104,Do you have a cough fever or runny nose? If these symptoms came on suddenly theres a good chance you could have flu. Watch to find out what you should do next to,1
105,President Trump Says Pandas Are Responsible For Covid-19,0
106,As of today there are 23917 active COVID-19 cases in Mumbai District,1
107,Public Health England's weekly coronavirus report shows a rise of almost 23% in rhinovirus infections which include the common cold in the last week,1
108,This is an image of a suspected coronavirus vaccine causing COVID-19.,0
109,Some people are more likely than others to become severely ill from COVID-19 which means that they may require hospitalization intensive care or a ventilator to help them breathe. Some severely ill people may die. Learn more.,1
110,Camila Pitanga Brazilian actress contracted COVID-19 but said she caught malaria so she could take chloroquine without admitting she was wrong.,0
111,"The new coronavirus ""causes sudden death syndrome.""",0
113,Coronavirus parties can have deadly consequences.,1
116,Looking at the numbers this is not like yesterday where one state (California) drove a huge increase. This number seems much more solid driven by a number of states reporting large numbers of tests completed.,1
117,India has lost over 50000 individuals to coronavirus till date. In view of the rising coronavirus cases Bihar government extends lockdown in the state till 6 September. At Nationalist Congress Party chief Sharad Pawars residence four people tested positive for,0
118,Bill Gates profits from vaccination and wants to reduce the world's population.,0
121,How a healthy 16-year-old boy lost his life to COVID-19 in just 12 days.,1
122,An important part of our work is data collection and analysis At 11:30pm every day our data Team collates results received from all testing laboratories to inform Nigerians of the number of new COVID-19 cases Results not received at this time are reported the next day,1
125,Nasal flu vaccine side effects do not cause covid,0
126, Todays cases bring our combined total of confirmed and probable COVID-19 cases to 1492.   We now have 1368 people reported as having recovered.   Today there are two people in hospital  one each in Middlemore and North Shore hospitals. Neither are in ICU.,1
128,Transparency from our leaders is vital during this crisis. We must all have access to data so that we can make informed decisions about our own behavior changes. AZ residents you can access our data model projections at,1
132,Claim: India began screening passengers from COVID19-affected countries before it had a single case: PM Modi Fact: The govt mandated universal screening of all internat'l flights only on March 4 by when 27 cases had been detected across 5 Indian states,0
133,Says the coronavirus is a MILITARY BIO-WEAPON Developed by China's Army.??,0
134,In Indore India Police and doctors are injecting coronavirus positive blood in Muslims.,0
135,Photo of a vaccine developed by U.S. scientists for COVID-19.,0
136,A video clip shows a doctor couple who died after treating 134 COVID-19 patients.,0
137,1651 deaths were reported bringing the total in our dataset to 60710. This does not include 5126 probable COVID-19 deaths reported by NYC but not by New York State. We're working on separate accounting of lab-confirmed and probable deaths for all states where we can do so.,1
138,Youth sports organizations: As you resume activities have you planned what to do if a player visitor or coach gets sick with COVID19? CDC offers tips to protect the health and safety of staff players and visitors involved in youth sports.,1
139,Not one politician has died from the virus.,0
141,Where Are They Now: Covid-19,0
142,Leaked Report Says There Are 'Too Many Humans' On The Planet,0
143,Another current known data problem is Washington State. After rock-solid reporting through the early part of the outbreak their system got gummed up and we have not seen a new update from the state for days.,1
144,India spraying pesticides at night to prevent COVID-19.,0
145,Home Ministry Has Declared That Posting On Coronavirus Has Been Declared A Punishable Offense,0
148,Free Coronavirus Test Kits Available To All,0
150,Thirty-nine GPs and specialists have written to the BMJ calling for action on long COVID.,1
151,Scientists are expressing cautious optimism that a COVID-19 vaccine can be ready to go by the late spring of 2021 although its unclear how much longer it would take to distribute the vaccine widely.,0
152,If you want more context about the hospitalization data situation check out our weekly roundup in which we tackled this transitional period and how it's producing erratic artificially deflated hospitalization data.,1
154,Video shows the first infected patient of COVID-19 at Dhanbad Hospital.,0
155,Says Daniel Radcliffe has the coronavirus.,0
157,Trump And Coronavirus May End November 3rd,0
159,Former Rep. Trey Gowdy wrote essay past on social media claiming the COVID-19 pandemic was planned to help Democrats in the 2020 election.,0
162,The most recent date that we have confirmed data for North Carolina is May 16th. The Infection Rate was 1.11 meaning that COVID cases were slowly increasing.,1
163,"It's possible that some vaccine could be available at the end of the year. CSA Patrick Vallance says a vaccine could be available in ""small amounts for certain groups"" adding that we're 'more likely to see vaccines over the first half of next year.'",1
164,In phase 1 doses will be allocated proportionally to all participating countries simultaneously to reduce overall risk. In phase 2 consideration will be given to countries in relation to threat and,1
166,States reported 695 deaths. The trend here has been good.,1
168,Twofold increase in mortality among coronavirus patients with,1
169,As of July 6: In the last 7 days 9 states have reported more than 10000 new COVID-19 cases. Wear cloth face coverings keep 6ft+ between yourself and others and wash your hands often. Interested in data from your state?,1
170,"Covid is never going away! This is the beach today in Raleigh, North Carolina.",0
171,Pope Francis Dying Of The Coronavirus?,0
173,People are offering prayers in groups on rooftops despite lockdown. That too when cases of coronavirus in India are continuously increasing.,0
174,The Access to COVID-19 Tools (ACT) Accelerator aims to provide equitable access to tools to tackle all forms of COVID-19 disease (from asymptomatic to mild and severe disease).,1
175,The positive rate has fallen a lot since early April. Back then it was ~20%. Now it's more like 4-5-6%. A lot of that change has been driven by the rising tests and plummeting positive rates in the northeast.,1
177,There are 1000 open vacancies for nurses doctors and other health professionals to work on a temporary hospital in So Paulo which will be used to treat COVID-19 cases.,0
178,A photo from the funeral of a recently deceased Sri Lankan politician Arumugam Thondaman has been shared thousands of times in multiple Facebook posts. The posts claim the image shows one of Thondamans daughters violated Sri Lanka's mandatory coronavirus quarantine policy for travelers by attending the ceremony shortly after returning to the country from overseas.,0
179,As of this morning we have identified 28 close contacts of the Tokoroa health professional currently in the hospital for COVID-19. 16 of those have already been contacted. We expect to contact the remainder today.,1
180,The last places free of COVID-19 are in the Pacific. Heres how WHO helped countries in the region step up their efforts to prepare for the arrival of,1
181,New COVIDView reports hospitalization rates and deaths from COVID-19 are increasing. Indicators that track hospitalizations and deaths usually lag behind indicators that track illness.,1
182,"While it is true that coronavirus can cause a sore throat and gargling with salt and warm water may make it feel better, it has no direct effect on the virus.",0
184,10 important strategies for dealing with the doomsday scenario of COVID-19 flu and measles.,1
185,Older children seem to spread COVID like adults.,1
187,Sadly there are 4 people in hospital today around the country with COVID-19. two are in a ward at North Shore Hospital two are in ICU one at North Shore and one at Waikato hospital. We are hoping for everyones full and speedy recovery.,1
188,Indian politician Uddhav Thackeray has asked Christians to pray to Jesus to stop COVID-19.,0
189,The average number of cases nationwide has flattened over the past week breaking the downward trend we had seen in the beginning of August.,1
190,There are 59 positive coronavirus cases in Nagpur along with three doctors one of whom is on ventilator.,0
191,The latest CDC COVIDView report shows that minority populations like American Indian Black and Hispanic continue to be hospitalized for COVID-19 at nearly 5 times the rate of their non-Hispanic White counterparts.,1
195,STUDY: COVID was likely in the mix of Seattles early 2020 flu season.,1
196,A photo shows people infected with coronavirus lying on the sidewalk in China.,0
198,"""States like New York, Illinois and California have been vocal in their demands for funding to bail out their pension systems, which were failing long before the COVID-19 outbreak, and other programs that arent related to this crisis.""",0
199,NEWS! Anti-vaxxers close to deciding which medical conditions they will pretend are caused by Coronavirus vaccine,0
202,Florida's numbers today include a large number of backlogged tests the state said.,1
203,Local lockdown measures are to be imposed in the Welsh county of Rhondda Cynon Taf after a rise in coronavirus cases,1
204,WHO announces Algeria outside of danger regarding COVID-19.,0
205,States reported nearly 27k cases today the most in more than 40 days (May 8). The positive rate was the highest since late May.,1
206,The vast majority of students at St Dominics are casual contacts and being tested as a precaution. If these students and staff are well and have no symptoms of COVID-19 they do not need to self-isolate while waiting for test results.,1
207,"Prime Minister Boris Johnson says the government will ""very shortly"" be setting out ""the priority of the groups that we think should have COVID tests"".",1
208,Antibodies for the common cold produce a positive COVID-19 test. False-positive results from COVID-19 antibody testing are behind the COVID-19 cases reported in the U.S.,0
210,Man beaten in Deoria India in lockdown time.,0
211,Our daily update is published. Weve now tracked 9.7 million tests up 306k from yesterday. Note that we can only track tests that a state reports.,1
212,Coronavirus Is Not Like A Broken Leg,0
213,Photos show masses fleeing Myanmar for Thailand due to coronavirus pandemic,0
214,Georgia is particularly worrisome. The state had not seen a large rise in reported deaths despite rising infections and a steep hospitalization curve. Today the state reported its second-highest deaths since the beginning of the pandemic and the highest number since April 7.,1
215,New findings confirm earlier research showing a major increase in physician employment by hospitals over the past decade.,1
216,"Ireland's entire cabinet will ""restrict their movements"" after the health minister felt unwell and was tested for coronavirus it has been reported",1
217,In the backdrop of the lockdown videos of wild animals taking over the roads are surfacing on the internet. Among them a set of pictures of a herd of deer is doing the rounds on social media claiming that these pictures are from Lake Club Chandigarh.,0
218,The reported death toll today is 1760 about the same as last Friday. Only two states reported over 200 deaths today (NY and PA).,1
219,One optimistic point: there are 15 states on the left side of this chart that are finding very few positive cases even if they're doing a lot of testing. This suggests their mitigation strategies are working.,1
221,Florida broke New Yorks 7-day average record for cases per million population today. Testing capacity is obviously much much greater now than in spring. However its still stunning to see that record fall.,1
223,Sir Ganga Ram Hospital has directed patients to stay at home n treat Urself. Implies Delhi Govt has miserably failed in its administrative responsibility of providing health care n left the Delhites to their fate. Must be sacked n LG take the charge. U agree?,0
224,One of the previously reported cases is now considered to have recovered. Our total number of active cases is 116. Of those 39 are imported cases in MIQ facilities and 77 are community cases.   ,1
225,Joe Diffies death was labeled as a COVID-19 death and it wasnt!??,0
226,Modeling is all about assumptions. We assume a baseline general hospital occupancy rate of 60% across all hospitals accounting for hospitalized non-COVID patients. We assume that hospitals can increase their available beds for COVID patients by roughly double (207%).,1
227,More than 1/3 of BAME doctors in the UK are still not being given access to potentially life-saving Covid-19 risk assessments.,1
228,Our daily update is published. States reported 772k tests 47k cases and 1023 deaths.,1
229,A doctor named Leslie Chow discovered the coronavirus and died after contact with coronavirus patients.,0
230,Though the number of new cases has remained relatively flat the regional data shows that we're not in a steady state. Here are new cases by region scaled for population.,1
231,Yesterday our labs processed 9257 tests. Our total number of tests completed to date is 719320.  There are 159 people linked to the community cluster at the Auckland quarantine facility. This includes 85 people who have tested positive and their household contacts.,1
233,Rightmove said activity - aided by the current stamp duty holiday - was being driven by high demand for gardens and more space to work from home as COVID-19 disrupts day-to-day life,1
234,"Says ""there is no"" COVID-19 virus.",0
235,Anyone on the flight or in the facility at the same time as the cases are being treated as if they are close contacts. They will all be tested and isolated until a negative result is received.,1
239,Trumps effort to blame Obama for sluggish coronavirus testing.,0
240,First therell be some changes in how we track pending numbers so that state totals go up and down less erratically. Second well be tracking more numbers from states and broaden our grading criteria. Third well be making major changes to the website.,1
242,The states reported more than 21000 newly discovered cases today up from last week's low but almost an exact match for last Tuesday's new-case number.,1
243,Public broadcast RTVE published a map of coronavirus cases in Spain that in fact was a map of penis' average size in different regions.,0
244,Allegheny County (PA) Department of Emergency Services is using diverse sources for their response planning including Covid Act Now.,1
245,"In an Aaj Tak news report the Chinese prime minister said ""Reading Quran and offering namaz is the only cure for COVID-19.""",0
246,As of Aug. 31 national forecasts suggest new weekly COVID-19 deaths may decrease in the coming weeks with 3300 to 7500 new deaths during the week ending Sept. 26. Forecasts predict 200k to 211k total COVID-19 deaths in the US by Sept. 26.,1
247,"Developers, Banks Tell Government They've Already Spent Ireland's Share Of EU's 1 Trillion Covid Recovery Fund",0
249,Nancy Pelosi Suggests That The Coronavirus (C-19) Be Renamed The (C-45) in Honor of President Trump,0
251,Mar-a-Lago Tests Positive For the Coronavirus,0
252,"Covid-19 vaccine by Oxford university a success, 72 people 'cured'",0
253,The confirmation earlier today of a second death linked to COVID-19 in the last two days means the number of COVID-19 related deaths in New Zealand is now 24.,1
254,This photo shows French nurses holding a sign to denounce police violence.,0
255,Our daily update is published. States reported 70k new cases of COVID-19 a solid 819k tests and 1529 COVID-19 deaths today. Our 7-day average for deaths is now over 1000.,1
256,WHO warns against consuming cabbage to prevent COVID-19,0
258,The weekend lag effect is pronounced in death reporting. For example last week CA reported 6 deaths on Monday then 111 on Tues. AZ reported 1 death Mon then 117 on Tues. Today AZ reported 8 deaths. CA 23. All these data are the outputs of complicated human processes.,1
259,Most of you know this by now but there is a very strong weekend effect that hits on Sundays and Mondays especially in the reporting of COVID-19 deaths. Sundays are highlighted in red below.,1
260,With 10576 new infections Maharashtra records highest single-day spike in the state so far. Starting 2pm tomorrow Manipur to go under a complete lockdown for 14 days. Bhopal in Madhya Pradesh to impose a city-wide lockdown from July 24 to August 3.,0
261,Louisiana has posted record case counts back-to-back after not reporting on Saturday. One positive thread: compare the hospitalizations to cases charts and it's clear we're diagnosing more infections. On 4/2 LA's first peak they did 5300 tests. Today 33620.,1
262,"A WhatsApp forward attributed to CNN claims Dr. Li Wenliang, the whistleblower of the Chinese government's propaganda about COVID-19, has documented a research report. According to this report, chemicals like Methylxanthine, Theobromine and Theophylline stimulate compounds that can ward off this virus in a human body with at least an average performing immune system.",0
263,We're debunking misinformation about coronavirus. Why? Because hoaxes travel fast and the numbers and causes of this growing outbreak need clarification.,0
265,A person who has been released from quarantine or isolation does not pose a risk of spreading COVID-19 to other people. Share facts about coronavirus disease 2019!,1
266,The pandemic has opened up the door for physicians to online learning for physicians new Medscape report finds.,1
267,"Young people ""have a greater chance of being killed by the HPV vaccine than COVID-19.",0
268,There is no pandemic,0
269,A growing number of states and cities are requiring a face covering for anyone leaving their home.,1
271,The latest CDC COVIDView report shows that weekly hospitalizations associated with COVID-19 have peaked twice since the outbreak began once during the week ending April 18 and a second time during the week ending July 18.,1
272,Coronavirus was spread via bananas,0
275,Our total number of confirmed cases of COVID-19 is now 1442 which is the number we report to the World Health Organization.   Yesterday our laboratories processed 8953 tests bringing the total number of tests completed to date to 848420.,1
276,China president xi jinping visited masjid and request Muslims for dua in present crisis country going through.we need your help.,0
277,In this video italian representative Sara Cunial tells the truth about Bill Gates and its will to control world population through vaccines and medical experiment.,0
279,Testing positive for antibodies to the virus that causes COVID-19 means you likely had a past infection. Its not yet known whether antibodies will protect you from getting infected again.,1
281,At the same time bilateral vaccine deals and vaccine nationalism could compromise equitable access and hold up progress for all countries in bringing the COVID-19 pandemic to an,1
282,"Nevada ""quietly"" reversed its ""decision to block HCQ prescriptions for COVID-19.""",0
285,Just watch this video and remember that incident when Zomato's Deepinder made a big deal out of someone refusing a delivery from a Muslim guy. There have been so many incidents that you just can't trust them. Who wants to eat food contaminated with spit?,0
286,For the World Health Organization the international entity whose sole responsibility it is to alert the world of global pandemics like this to miss this is a huge problem.,0
289,Yesterday our laboratories completed 824 tests bringing the total completed to date to 311121 - lower testing volumes are regularly observed over weekends. Anyone with symptoms that could be COVID-19 should call Healthline their GP about getting a test - which is free.,1
290,Our total number of confirmed cases to 1184 which is the number we report to the World Health Organization.,1
291,Madhya Pradesh is reimposing lockdown due to rise in COVID cases,0
292,The group of 2159: Aside from the people on compassionate exemptions all of these people had completed a full 14 days in managed isolation. A reminder to anyone who was in a managed isolation facility between June 9-16 who has not yet spoken with Healthline to call 093020408.,1
293,Healthcare workers are scared because too many people wont wear a mask.,1
294,Both of the cases were picked up at our routine testing at around day 3. One of the cases who has been in isolation in Wellington is now considered recovered.Recovered being at least 10 days since onset of symptoms at least 48 hours asymptomatic and has returned a negative test.,1
296,The Simpsons predicted the new coronavirus outbreak.,0
299,Bollywood Actress Aishwarya Rai To Host A Coronavirus Telethon/Auction in Mumbai,0
304,Indian media outlets claimed that a man in Madhya Pradesh's Khargone passed away from COVID-19.,0
307,The Tunisian President Qais Said has ordered the dispatch of a medical delegation to Algeria to help it fight Coved-19.,0
310,New COVID-NET data reported more than 6000 COVID-19 hospitalizations. Of these almost 2000 had race/ethnicity info. When compared to residents in COVID-NET counties Non-Hispanic black people were disproportionately affected by COVID-19 hospitalizations,1
311,President Donald Trump attending the recital of Quran verses to fight coronavirus.,0
314,ibuprofen can make coronavirus (COVID-19) worse.,0
317,Vila Formosa's cemitery in So Paulo Brazil is opening graves to cause panic on population but there are no burials. The graves remain open.,0
320,Some states have mixed antibody test results into what we thought were viral test result statistics. These antibody tests seem to be a relatively small but still significant percentage of the overall tests completed. From what we know most states have not done this.,1
322,A vaccine for COVID-19 has been found.,0
323,Iranians have published a report saying that coronavirus is a biological warfare.,0
324,"Canadas top BDSM doctor says wear a mask, leash, tight leather to prevent spread of COVID-19",0
327,"Claims made in the viral video Plandemic include: that the virus was ""manipulated"" in a laboratory setting, that hydroxychloroquine is ""effective against these families of viruses"" and that wearing a mask ""activates"" the virus.",0
328,Coronavirus: North Yorkshire goes into 'full emergency mode' due to rise in cases,1
329,Unfortunately while this method makes the numbers closer in *some* cases it doesn't in many others. Here's a bonus chart (not in the whitepaper) that we generated during this analysis. It shows the range of possible specimen values compared to the CDC's reported number.,1
330,Reese Witherspoons Julia Roberts And Mila Kunis Marriages Suffering Under Coronavirus Quarantine?,0
332, Criminal inquiry launched into allegations of poor maternity standards at an NHS trust.,1
333,Wisconsin Governor Tony Evers administration deemed dentists non-essential.,0
335,Fourteen new cases of COVID-19 have been reported in Nigeria: 13 in Lagos and 1 in Delta State As at 09:30 pm 9th April there are 288 confirmed cases of COVID-19 reported in Nigeria. Fifty-one have been discharged with seven deaths,1
336,AIIMS (Indian medical institute) team has said that Toddy has medicinal properties to cure coronavirus.,0
339,We also found that death data made it more difficult to interpret our metric. When there were major changes in Rt it was unclear if this was from changes in cases or deaths. Death data is still important to consider such as in a separate metric which we are working on.,1
340,A government minister claims that Papad help produce antibodies to fight COVID-19 infection.,0
342,"After all the depressing news, came across something so true and motivating. My level of respect for Mr Ratan Tata is inexplicable...",0
343,Texas reported 4k new confirmed cases yesterday with some caveats. Today the state reported 3129  without the caveats.,1
344,A psychiatrist fears that people may be using COVID-sorting similar to serosorting in AIDS as a way to choose a sexual partner.,1
345,Tuberculosis (TB) has a higher death rate than coronavirus.,0
346,"The Centers for Disease Control and Prevention applied for an ""illegal"" patent related to the virus that causes SARS.",0
347,"Trump announced that Roche Medical Company will launch the vaccine next Sunday, and millions of doses are ready from it !!!",0
350,We are pleased to announce the inclusion of the General Sani Abacha State Specialist Hospital Yobe to the NCDC Molecular Laboratory Network. There are currently 62 laboratories with the capacity to test for COVID-19 in the,1
351,"A video about the coronavirus circulates in WhatsApp that, when opened, hacks the cell phone ""in 10 seconds"".",0
352,Nearly 22000 deaths have occurred in long-term facilities in the Southalmost 14000 in June July and August. Georgia and Florida have seen their highest death tolls in the past four weeksover 350 a week in Florida and over 100 a week in Georgia.,1
354,Every worker on the front lines of the fight against COVID-19 deserves protections and accommodations that keep them and their families safe. I'm glad to see states stepping up to support folks  employers must do the same.,0
355,"In Latest Move to Stop Coronavirus, Trump Urges Fed to Cut Interest Rates His Heavily Indebted Company Pays",0
356,Brazils coronavirus crisis is out of control.,1
357,Govt is providing money to bereaved families of COVID-19 victims.,0
359,NEWS! Loss of taste added to COVID-19 symptoms as government recommends self-isolation for anyone who recently enjoyed Mrs Browns Boys,0
362,Colombia is the country with less cases and deaths for coronavirus per inhabitant in America.,0
363,10 Road Trip Essentials,0
365,Practice social distancing by putting space between yourself and others. Continue to practice healthy habits like washing your hands for at least 20 seconds and staying home if youre sick to help slow the spread of COVID19.,1
366,"A banner with a swastika, Trump?? and Pence?? is from a Michigan coronavirus protest.",0
