,fact_check_url,news_url,title
100207,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-on-covid-19-and-masks,What are the key measures all people should do to protect themselves and others in the context of the COVID-19 pandemic?
100208,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-on-on-covid-19-for-older-people,Who is at risk of developing severe disease?
100209,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-on-on-covid-19-for-older-people,Is there a vaccine drug or treatment for COVID-19?
100210,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-on-on-covid-19-for-older-people,What can I do to prevent infection?
100211,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-on-on-covid-19-for-older-people,What can older people do to prepare for COVID-19 in their community?
100212,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-on-on-covid-19-for-older-people,How can I keep healthy on a daily basis during the COVID-19 pandemic?
100213,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-on-on-covid-19-for-older-people,What should I do if I have symptoms of COVID-19?
100214,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-on-on-covid-19-for-older-people,I have recently lost someone I care about. What advice do you have to help me cope?
100215,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-for-adolescents-and-youth-related-to-covid-19,Can adolescents catch COVID-19?
100216,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-for-adolescents-and-youth-related-to-covid-20,Can adolescents spread COVID-19 to other people even if they have mild or no symptoms?
100217,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-for-adolescents-and-youth-related-to-covid-21,Since there are few known cases of adolescents getting seriously ill with COVID-19 should I go to a health facility if I develop symptoms of the disease?
100218,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-for-adolescents-and-youth-related-to-covid-22,What should I do if someone in my family gets really ill with COVID-19?
100219,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-for-adolescents-and-youth-related-to-covid-23,I am on medication for a chronic health condition. Should I change anything?
100220,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-for-adolescents-and-youth-related-to-covid-24,I was due to get vaccinated for HPV meningitis or tetanus but immunization services have been disrupted. Should I be concerned?
100221,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-for-adolescents-and-youth-related-to-covid-25,I am bored staying home. Since I am very unlikely to get severely ill even if I was to get COVID-19 why is it important that I follow the guidelines to prevent transmission such as keeping physical distance from other people?
100222,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-for-adolescents-and-youth-related-to-covid-26,Some of my friends are not sticking to the rules about physical distancing. What should I do?
100223,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-for-adolescents-and-youth-related-to-covid-27,I am feeling really anxious about COVID-19 and its impact on my life. What should I do?
100224,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-for-adolescents-and-youth-related-to-covid-28,When will this pandemic end so I can go back to school and meet up with my friends?
100225,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-for-adolescents-and-youth-related-to-covid-29,Schools are reopening in some areas of my country. Is it safe to go back to school?
100226,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-for-adolescents-and-youth-related-to-covid-30,I know there is a risk of getting COVID-19 at the moment but I feel fine. Can I still play sports?
100227,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-for-adolescents-and-youth-related-to-covid-31,I am missing out on my education because of the COVID-19 pandemic. What should I do?
100228,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-for-adolescents-and-youth-related-to-covid-32,COVID-19 is everywhere in the news and I am finding it difficult to know what is true and what is false. What should I do?
100229,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-for-adolescents-and-youth-related-to-covid-33,Is it safe to have sex at this time?
100230,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-for-adolescents-and-youth-related-to-covid-34,In the lockdown I am spending much more time online playing games socialising and studying. Should I be worried about this?
100231,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-for-adolescents-and-youth-related-to-covid-35,I heard I can be hurt by online contacts. What are my risks and how I can protect myself online.
100232,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-for-adolescents-and-youth-related-to-covid-36,Since my parents stopped going out to work they have been arguing with each other much more and in some instances I have seen one parent harm or hurt the other either verbally or physically. I don’t feel safe at home. What should I do?
100233,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-for-adolescents-and-youth-related-to-covid-37,I don’t like the way someone touches me at home and we are both at home all the time because of the pandemic. What should I do?
100234,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-on-covid-19-and-breastfeeding,Can COVID-19 be passed through breastfeeding?
100235,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-on-covid-19-and-breastfeeding,In communities where COVID-19 is prevalent should mothers breastfeed?
100236,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-on-covid-19-and-breastfeeding,Following delivery should a baby still be immediately placed skin-to-skin and breastfed if the mother is confirmed or suspected to have COVID-19?
100237,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-on-covid-19-and-breastfeeding,Can women with confirmed or suspected COVID-19 breastfeed?
100238,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-on-covid-19-and-breastfeeding,If a mother confirmed or suspected to have COVID-19 does not have a medical face mask should she still breastfeed?
100239,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-on-covid-19-and-breastfeeding,I have confirmed or suspected COVID-19 and am too unwell to breastfeed my baby directly. What can I do?
100240,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-on-covid-19-and-breastfeeding,I had confirmed or suspected COVID-19 and was unable to breastfeed when can I start to breastfeed again?
100241,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-on-covid-19-and-breastfeeding,I have confirmed or suspected COVID-19 is it safer to give my baby infant formula milk?
100242,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-on-self-care-interventions-for-sexual-and-reproductive-health-and-rights-and-covid-19,Why are self-care interventions important during a pandemic like COVID-19?
100243,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-on-self-care-interventions-for-sexual-and-reproductive-health-and-rights-and-covid-20,Do I need to see a health worker for self care actions?
100244,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-on-self-care-interventions-for-sexual-and-reproductive-health-and-rights-and-covid-21,What self care actions can I take to protect my sexual and reproductive health?
100245,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-on-self-care-interventions-for-sexual-and-reproductive-health-and-rights-and-covid-22,How can I get healthcare support during the COVID-19 pandemic for a self-care intervention?
100246,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/questions-relating-to-food-safety-authorities,How should imported foods from countries with high prevalence of COVID-19 be treated?
100247,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/questions-relating-to-food-safety-authorities,Do food inspectors need to wear any protective equipment?
100248,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/questions-relating-to-food-safety-authorities,What do food inspectors need to consider when reopening a food business when the pandemic is over?
100249,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/questions-relating-to-food-safety-authorities,What are the lab protocols for identifying the virus in food? On surfaces?
100250,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/questions-relating-to-food-safety-authorities,Is quarantine necessary for live animals imported from countries experiencing a large numbers of COVID-19 cases?
100251,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/questions-relating-to-food-safety-authorities,How do we ensure the food supply chain remains intact to prevent food shortages?
100252,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/questions-relating-to-food-businesses,How can food businesses remain safe from virus contamination?
100253,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/questions-relating-to-food-businesses,Should grocery store workers wear gloves? Masks?
100254,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/questions-relating-to-food-businesses,What is the protocol when an employee working in a food business becomes ill with COVID-19?
100255,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/questions-relating-to-food-businesses,When can an employee return to work following illness? Are temperature checks appropriate?
100256,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/questions-relating-to-food-businesses,What specific precautions do food workers need to take?
100257,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/questions-relating-to-food-businesses,How should employees maintain safe distance from one another during food production and processing?
100258,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/questions-relating-to-food-businesses,How should baked goods and fresh produce be displayed in a food market/grocery store?
100259,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/questions-relating-to-food-businesses,How should shopping trolleys or carts be disinfected?
100260,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/questions-relating-to-food-businesses,What is the most appropriate sanitizer to use on surfaces in a food production environment?
100261,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/questions-relating-to-food-businesses,Could the virus be transmitted from humans to food animals or vice versa?
100262,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/questions-relating-to-food-businesses,What is known about various conditions affecting survivability of the virus?
100263,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/questions-relating-to-food-businesses,What measures should be taken to ensure safe transport of food during this pandemic?
100264,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/questions-relating-to-food-businesses,What measures should be taken to ensure safe water is used in food production during this pandemic?
100265,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/questions-relating-to-food-businesses,How should food premises be cleaned/disinfected during this pandemic?
100266,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/questions-relating-to-consumers,Can I get COVID-19 from food?
100267,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/questions-relating-to-consumers,Can the virus live on the surface of foods (including fruits and vegetables frozen foods pre-packaged foods)?
100268,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/questions-relating-to-consumers,How to wash fruits and vegetables? Just with water or something else?
100269,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/questions-relating-to-consumers,Can the virus live on the surface of food packaging? How long? Is it necessary to disinfect?
100270,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/questions-relating-to-consumers,How long is it to cook food? To what temperature to kill the virus?
100271,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/questions-relating-to-consumers,What precautions should consumers take in grocery stores?
100272,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/questions-relating-to-consumers,Is food/grocery delivery safe?
100273,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/questions-relating-to-consumers,What is the best household disinfectant for surfaces?
100274,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/questions-relating-to-consumers,Is it still safe to go to food markets? Animal markets? Wet markets?
100275,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-on-tobacco-and-covid-19,As a smoker is my risk of getting the COVID-19 virus higher than that of a non-smoker?
100276,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-on-tobacco-and-covid-20,As a smoker am I likely to get more severe symptoms if infected?
100277,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-on-tobacco-and-covid-21,As a vaper am I more likely to be infected or to have more severe symptoms if infected?
100278,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-on-tobacco-and-covid-22,What about using smokeless tobacco like chewing tobacco?
100279,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-on-tobacco-and-covid-23,What does WHO recommend for tobacco users?
100280,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-on-tobacco-and-covid-24,What can I do to protect people from the risks associated with smoking smokeless tobacco use and vaping?
100281,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-on-tobacco-and-covid-25,Does nicotine use affect my chances in the context of COVID-19?
100282,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-tips-for-health-and-safety-at-the-workplace-in-the-context-of-covid-19,Can COVID-19 be transmitted at the workplace?
100283,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-tips-for-health-and-safety-at-the-workplace-in-the-context-of-covid-20,What is the risk of contracting COVID-19 in the workplace?
100284,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-tips-for-health-and-safety-at-the-workplace-in-the-context-of-covid-21,How can people assess the risk for exposure to COVID-19 in their workplace and plan for preventive measures?
100285,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-tips-for-health-and-safety-at-the-workplace-in-the-context-of-covid-22,Who should carry out the workplace risk assessment?
100286,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-tips-for-health-and-safety-at-the-workplace-in-the-context-of-covid-23,What are the key considerations for the workplace risk assessment?
100287,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-tips-for-health-and-safety-at-the-workplace-in-the-context-of-covid-24,How should employers decide when to open close or re-open workplaces and/or suspend or downscale work activities?
100288,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-tips-for-health-and-safety-at-the-workplace-in-the-context-of-covid-25,What key measures to protect against COVID-19 should be undertaken in ALL workplaces?
100289,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-tips-for-health-and-safety-at-the-workplace-in-the-context-of-covid-26,What additional measures should be taken at workplaces and for jobs at medium risk?
100290,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-tips-for-health-and-safety-at-the-workplace-in-the-context-of-covid-27,What additional measures should be taken at workplaces and for jobs at high risk?
100291,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-tips-for-health-and-safety-at-the-workplace-in-the-context-of-covid-28,What should be taken into consideration when setting a physical distance at the workplace?
100292,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-tips-for-health-and-safety-at-the-workplace-in-the-context-of-covid-29,What are the rights duties and responsibilities of employers?
100293,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-tips-for-health-and-safety-at-the-workplace-in-the-context-of-covid-30,What are the rights duties and responsibilities of workers?
100294,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-tips-for-health-and-safety-at-the-workplace-in-the-context-of-covid-31,How can workplaces plan for the prevention and mitigation of COVID-19?
100295,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-tips-for-health-and-safety-at-the-workplace-in-the-context-of-covid-32,Can the return to the workplace be immediate after public measures are lifted?
100296,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-tips-for-health-and-safety-at-the-workplace-in-the-context-of-covid-33,Does WHO recommend thermal testing of people entering a workplace?
100297,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-tips-for-health-and-safety-at-the-workplace-in-the-context-of-covid-34,Does WHO recommend workers wear masks at the workplace (office or others)? If yes what type of masks?
100298,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-tips-for-health-and-safety-at-the-workplace-in-the-context-of-covid-35,Are there any directives on office ventilation and air conditioning use?
100299,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-tips-for-health-and-safety-at-the-workplace-in-the-context-of-covid-36,What mental health and psychosocial support should be provided to workers during COVID-19?
100300,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-dexamethasone-and-covid-19,What is dexamethasone and does it work against COVID-19?
100301,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-dexamethasone-and-covid-20,Were all patients in RECOVERY given dexamethasone?
100302,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-dexamethasone-and-covid-21,Does WHO recommend the use of dexamethasone for COVID-19 patients?
100303,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-dexamethasone-and-covid-22,Is dexamethasone on the WHO Essential Medicines List?
100304,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-dexamethasone-and-covid-23,Is dexamethasone prequalified by WHO?
